1.00E-03,-5.03E-01,-2.13E-07,8.64E-01
3.51E-03,-5.03E-01,-2.81E-07,8.64E-01
1.23E-02,-5.03E-01,-1.63E-07,8.64E-01
4.33E-02,-5.02E-01,6.54E-07,8.63E-01
1.52E-01,-4.97E-01,2.46E-06,8.59E-01
5.34E-01,-4.78E-01,-2.18E-05,8.44E-01
1.87E+00,-3.89E-01,6.95E-05,7.74E-01
3.51E+00,-2.10E-01,1.42E-04,5.80E-01
6.58E+00,-6.30E-02,2.40E-04,3.38E-01
2.31E+01,-4.43E-03,4.43E-05,1.02E-01
8.11E+01,4.47E-03,2.97E-04,2.17E-02
2.85E+02,-2.05E-03,1.73E-04,6.60E-03
1.00E+03,-5.55E-03,-2.81E-04,5.78E-03
